keyword,original terms,new terms,same
普通住宅标准,普通 / 住宅 / 标准,普通 / 住宅 / 标准,Y
直销 增值税,直销 / 增值税,直销 / 增值税,Y
境外汇款申请书,境外 / 汇款 / 申请书,境外 / 汇款 / 申请书,Y
无房产证的房产的转让,无 / 房产 / 证 / 的 / 房产 / 的 / 转让,无 / 房产证 / 的 / 房产 / 的 / 转让,N
[2011] 131 号,2011 / 131 / 号,131 / 号,N
企业借贷 投资,企业 / 借贷 / 投资,企业 / 借贷 / 投资,Y
国务院关于经济特区和上海浦东新区新设立高新技术企业实行过渡性税收优惠的通知,国务院 / 关于 / 经济 / 特区 / 和 / 上海 / 浦东 / 新区 / 新 / 设立 / 高新 / 技术 / 企业 / 实行 / 过渡性 / 税收 / 优惠 / 的 / 通知,国务院 / 关于 / 经济特区 / 和 / 上海 / 浦 / 东新区 / 新 / 设立 / 高新技术 / 企业 / 实行 / 过渡 / 性 / 税收优惠 / 的 / 通知,N
中华人民共和国清洁生产促进法,中华 / 人民 / 共和国 / 清洁 / 生产 / 促进 / 法,中华人民共和国 / 清洁生产 / 促进 / 法,N
海关行政处罚,海关 / 行政 / 处罚,海关 / 行政 / 处罚,Y
特别纳税调整管理规程,特别 / 纳税 / 调整 / 管理 / 规程,特别 / 纳税 / 调整 / 管理 / 规程,Y
金融机构衍生产品交易业务管理暂行办法,金融 / 机构 / 衍生 / 产品 / 交易 / 业务 / 管理 / 暂行 / 办法,金融 / 机构 / 衍生 / 产品 / 交易 / 业务 / 管理 / 暂行 / 办法,Y
Civil Procedure,CIVIL / PROCEDURE,CIVIL / PROCEDURE,Y
核定征收企业所得税暂行办法,核定 / 征收 / 企业 / 所得税 / 暂行 / 办法,核定 / 征收 / 企业 / 所得税 / 暂行 / 办法,Y
商检法,商检 / 法,商检 / 法,Y
北京市,北京 / 市,北京市,N
投资基金,投资 / 基金,投资 / 基金,Y
退税,退税,退税,Y
企业集团财务公司,企业 / 集团 / 财务 / 公司,企业 / 集团 / 财务 / 公司,Y
保税区增值税,保税区 / 增值税,保税区 / 增值税,Y
捐款,捐款,捐款,Y
红字增值税专用发票,红字 / 增值税 / 专用 / 发票,红 / 字 / 增值税 / 专用 / 发票,N
中华人民共和国政府采购法,中华 / 人民 / 共和国 / 政府 / 采购 / 法,中华人民共和国 / 政府 / 采购法,N
典当行管理办法,典 / 当行 / 管理 / 办法,典当 / 行 / 管理 / 办法,N
生物制品,生物 / 制品,生物制品,N
游戏产业,游戏 / 产业,游戏 / 产业,Y
税收减免管理办法,税收 / 减免 / 管理 / 办法,税收 / 减免 / 管理 / 办法,Y
海关进出口税则,海关 / 进出口 / 税则,海关 / 进出口 / 税则,Y
税务师事务所,税务师 / 事务所,税务 / 师 / 事务所,N
货物代理,货物 / 代理,货物 / 代理,Y
铁道部,铁道部,铁道部,Y
国税发〔1994〕148号,国 / 税发 / 1994 / 148 / 号,国税 / 发 / 1994 / 148 / 号,N
保险 个税,保险 / 个税,保险 / 个 / 税,N
董事会秘书,董事会 / 秘书,董事会 / 秘书,Y
企业内部控制规范,企业 / 内部 / 控制 / 规范,企业 / 内部 / 控制 / 规范,Y
中华人民共和国外资企业所得税法,中华 / 人民 / 共和国 / 外资 / 企业 / 所得税 / 法,中华人民共和国 / 外资 / 企业 / 所得税法,N
托管,托管,托管,Y
对外贸易经济合作部、海关总署关于加工贸易进口设备有关问题的通知,对外 / 贸易 / 经济 / 合作部 / 海关 / 总署 / 关于 / 加工 / 贸易 / 进口 / 设备 / 有关 / 问题 / 的 / 通知,对外贸易 / 经济 / 合作部 / 海关 / 总署 / 关于 / 加工 / 贸易 / 进口 / 设备 / 有关 / 问题 / 的 / 通知,N
非专利技术,非 / 专利 / 技术,非 / 专利 / 技术,Y
《企业所得税法实施条例》,企业 / 所得税 / 法 / 实施 / 条例,企业 / 所得税法 / 实施 / 条例,N
解除劳动合同,解除 / 劳动 / 合同,解除 / 劳动 / 合同,Y
刑法修正案七,刑法 / 修正案 / 七,刑法 / 修正案 / 七,Y
外商投资企业 储备基金,外商 / 投资 / 企业 / 储备 / 基金,外商 / 投资 / 企业 / 储备基金,N
资本项目,资本 / 项目,资本 / 项目,Y
上市公司收购,上市 / 公司 / 收购,上市 / 公司 / 收购,Y
关于实施企业所得税过渡优惠政策的通知,关于 / 实施 / 企业 / 所得税 / 过渡 / 优惠 / 政策 / 的 / 通知,关于 / 实施 / 企业 / 所得税 / 过渡 / 优惠 / 政策 / 的 / 通知,Y
Corporate Income Tax Law,CORPORATE / INCOME / TAX / LAW,CORPORATE / INCOME / TAX / LAW,Y
安全生产费用,安全 / 生产 / 费用,安全 / 生产 / 费用,Y
反价格垄断,反 / 价格 / 垄断,反 / 价格 / 垄断,Y
强制清算,强制 / 清算,强制 / 清算,Y
双重征税协定,双重 / 征税 / 协定,双重 / 征税 / 协定,Y
财政部税务总局关于房产税和车船使用税几个业务问题的解释与规定,财政部 / 税务 / 总局 / 关于 / 房产税 / 和 / 车船 / 使用 / 税 / 几个 / 业务 / 问题 / 的 / 解释 / 与 / 规定,财政部 / 税务 / 总局 / 关于 / 房产税 / 和 / 车船 / 使用 / 税 / 几 / 个 / 业务 / 问题 / 的 / 解释 / 与 / 规定,N
[2009]601,2009 / 601,601,N
财税[2009]62号,财税 / 2009 / 62 / 号,财税62 / 号,N
国税地字[1988]第30号,国税 / 地 / 字 / 1988 / 第 / 30 / 号,国税 / 地 / 字第 / 30 / 号,N
企业所得税 福利费,企业 / 所得税 / 福利费,企业 / 所得税 / 福利费,Y
高管,高管,高管,Y
土地 招拍挂,土地 / 招拍 / 挂,土地 / 招 / 拍 / 挂,N
应税劳务,应税 / 劳务,应 / 税 / 劳务,N
企业所得税 工资,企业 / 所得税 / 工资,企业 / 所得税 / 工资,Y
跨境人民币直接投资,跨境 / 人民币 / 直接 / 投资,跨境 / 人民币 / 直接 / 投资,Y
农垦,农垦,农垦,Y
软件产品 即征即退,软件 / 产品 / 即征 / 即退,软件 / 产品 / 即 / 征 / 即 / 退,N
一般纳税人 普通发票,一般 / 纳税人 / 普通 / 发票,一般 / 纳税人 / 普通 / 发票,Y
财税[2008]1号文,财税 / 2008 / 1 / 号 / 文,财税1 / 号 / 文,N
退耕还林,退耕 / 还 / 林,退耕还林,N
"房地产投资信托基金, 房地产投资信托基金 非 失效",房地产 / 投资 / 信托 / 基金 / 房地产 / 投资 / 信托 / 基金 / 非 / 失效,房地产 / 投资 / 信托基金 / 房地产 / 投资 / 信托基金 / 非 / 失效,N
财税2011 131,财税 / 2011 / 131,财税 / 2011 / 131,Y
国有 境外,国有 / 境外,国有 / 境外,Y
深圳 土地,深圳 / 土地,深圳 / 土地,Y
营业税营业额减除项目明细表,营业税 / 营业额 / 减除 / 项目 / 明细表,营业税 / 营业额 / 减除 / 项目 / 明细 / 表,N
机关、团体、企业、事业单位消防安全管理规定,机关 / 团体 / 企业 / 事业 / 单位 / 消防 / 安全 / 管理 / 规定,机关 / 团体 / 企业 / 事业 / 单位 / 消防 / 安全 / 管理 / 规定,Y
关于在本市就业的外国人参加社会保险有关业务操作问题的通知,关于 / 在 / 本市 / 就业 / 的 / 外国人 / 参加 / 社会 / 保险 / 有关 / 业务 / 操作 / 问题 / 的 / 通知,关于 / 在 / 本市 / 就业 / 的 / 外国人 / 参加 / 社会保险 / 有关 / 业务 / 操作 / 问题 / 的 / 通知,N
财政部 国家税务总局关于土地增值税若干问题的通知,财政部 / 国家 / 税务 / 总局 / 关于 / 土地 / 增值税 / 若干 / 问题 / 的 / 通知,财政部 / 国家 / 税务 / 总局 / 关于 / 土地增值税 / 若干 / 问题 / 的 / 通知,N
关于重点企业发票使用情况检查工作相关问题的补充通知,关于 / 重点 / 企业 / 发票 / 使用 / 情况 / 检查 / 工作 / 相关 / 问题 / 的 / 补充 / 通知,关于 / 重点 / 企业 / 发票 / 使用 / 情况 / 检查 / 工作 / 相关 / 问题 / 的 / 补充 / 通知,Y
商业企业 消费卡,商业 / 企业 / 消费卡,商业 / 企业 / 消费 / 卡,N
软件企业即征即退,软件 / 企业 / 即征 / 即退,软件 / 企业 / 即 / 征 / 即 / 退,N
内保外贷,内保 / 外贷,内 / 保 / 外 / 贷,N
国家税务总局关于原城市信用社在转制为城市合作银行过程中个人股增值所得应纳个人所得税的批复,国家 / 税务 / 总局 / 关于 / 原 / 城市 / 信用社 / 在 / 转制 / 为 / 城市 / 合作 / 银行 / 过程 / 中 / 个人 / 股 / 增值 / 所得 / 应纳 / 个人 / 所得税 / 的 / 批复,国家 / 税务 / 总局 / 关于 / 原 / 城市 / 信用社 / 在 / 转制 / 为 / 城市 / 合作 / 银行 / 过程 / 中 / 个人 / 股 / 增值 / 所得 / 应 / 纳 / 个人所得税 / 的 / 批复,N
关于开展2010年国家自主创新产品认定工作的通知,关于 / 开展 / 2010 / 年 / 国家 / 自主 / 创新 / 产品 / 认定 / 工作 / 的 / 通知,关于 / 开展 / 2010年 / 国家 / 自主 / 创新 / 产品 / 认定 / 工作 / 的 / 通知,N
诉讼法,诉讼 / 法,诉讼法,N
建筑业企业资质管理规定实施意见,建筑业 / 企业 / 资质 / 管理 / 规定 / 实施 / 意见,建筑业 / 企业 / 资质 / 管理 / 规定 / 实施 / 意见,Y
赞助费,赞助费,赞助 / 费,N
北京市房屋租赁管理若干规定,北京 / 市 / 房屋 / 租赁 / 管理 / 若干 / 规定,北京市 / 房屋 / 租赁 / 管理 / 若干 / 规定,N
劳动能力鉴定,劳动 / 能力 / 鉴定,劳动 / 能力 / 鉴定,Y
建设项目环境保护分类管理名录,建设 / 项目 / 环境 / 保护 / 分类 / 管理 / 名录,建设 / 项目 / 环境 / 保护 / 分类 / 管理 / 名录,Y
技术使用费,技术 / 使用费,技术 / 使用费,Y
2010年中国保护知识产权行动计划,2010 / 年 / 中国 / 保护 / 知识 / 产权 / 行动 / 计划,2010年 / 中国 / 保护 / 知识 / 产权 / 行动 / 计划,N
计算机软件著作权,计算机 / 软件 / 着 / 作权,计算机软件 / 着 / 作 / 权,N
汕尾市,汕尾 / 市,汕尾市,N
女职工保护条例,女 / 职工 / 保护 / 条例,女 / 职工 / 保护 / 条例,Y
外出经营活动税收管理证明,外出 / 经营 / 活动 / 税收 / 管理 / 证明,外出 / 经营 / 活动 / 税收 / 管理 / 证明,Y
中外合资经营企业清算,中外 / 合资 / 经营 / 企业 / 清算,中外合资 / 经营 / 企业 / 清算,N
汽车贷款管理办法,汽车 / 贷款 / 管理 / 办法,汽车 / 贷款 / 管理 / 办法,Y
理财产品 营业税,理财 / 产品 / 营业税,理财 / 产品 / 营业税,Y
医疗器械 价格,医疗 / 器械 / 价格,医疗 / 器械 / 价格,Y
域名争议解决,域名 / 争议 / 解决,域名 / 争议 / 解决,Y
中华人民共和国海关对进出口货样、广告品监管办法,中华 / 人民 / 共和国 / 海关 / 对 / 进出口 / 货样 / 广告 / 品 / 监管 / 办法,中华人民共和国 / 海关 / 对 / 进出口 / 货样 / 广告 / 品 / 监管 / 办法,N
国税函[2010]290号,国税函 / 2010 / 290 / 号,国税 / 函290 / 号,N
印章管理规定,印章 / 管理 / 规定,印章 / 管理 / 规定,Y
电网,电网,电网,Y
关于实施经营者集中资产或业务剥离的暂行规定,关于 / 实施 / 经营者 / 集中 / 资产 / 或 / 业务 / 剥离 / 的 / 暂行 / 规定,关于 / 实施 / 经营者 / 集中 / 资产 / 或 / 业务 / 剥离 / 的 / 暂行 / 规定,Y
财税字[1995]81号,财税 / 字 / 1995 / 81 / 号,财税 / 字81 / 号,N
上海市城镇生育保险办法,上海 / 市 / 城镇 / 生育 / 保险 / 办法,上海市 / 城镇 / 生育 / 保险 / 办法,N
中华人民共和国治安管理处罚法,中华 / 人民 / 共和国 / 治安 / 管理 / 处罚 / 法,中华人民共和国 / 治安 / 管理 / 处罚 / 法,N
财税 2010 64号,财税 / 2010 / 64 / 号,财税 / 2010 / 64 / 号,Y
《中华人民共和国外汇管理条例》,中华 / 人民 / 共和国 / 外汇 / 管理 / 条例,中华人民共和国 / 外汇 / 管理 / 条例,N
"抚恤金, 抚恤金 包括",抚恤金 / 抚恤金 / 包括,抚恤金 / 抚恤金 / 包括,Y
国税发[1993]第149号,国 / 税发 / 1993 / 第 / 149 / 号,国税 / 发第 / 149 / 号,N
营业税 差额征税,营业税 / 差额 / 征税,营业税 / 差额 / 征税,Y
委托贷款管理办法,委托 / 贷款 / 管理 / 办法,委托 / 贷款 / 管理 / 办法,Y
营业税附加,营业税 / 附加,营业税 / 附加,Y
仓库租赁合同,仓库 / 租赁 / 合同,仓库 / 租赁 / 合同,Y
sfda,SFDA,SFDA,Y
外商投资企业出资期限,外商 / 投资 / 企业 / 出资 / 期限,外商 / 投资 / 企业 / 出资 / 期限,Y
中华人民共和国资源税暂行条例实施细则,中华 / 人民 / 共和国 / 资源 / 税 / 暂行 / 条例 / 实施 / 细则,中华人民共和国 / 资源税 / 暂行 / 条例 / 实施 / 细则,N
筹办费,筹办费,筹办 / 费,N
产权,产权,产权,Y
农产品初加工,农产品 / 初 / 加工,农产品 / 初 / 加工,Y
团购,团购,团购,Y
国家税务总局关于企业租赁经营有关税收问题的通知,国家 / 税务 / 总局 / 关于 / 企业 / 租赁 / 经营 / 有关 / 税收 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 企业 / 租赁 / 经营 / 有关 / 税收 / 问题 / 的 / 通知,Y
"""煤炭""",煤炭,煤炭,Y
国务院关于调整金融保险业税收政策有关问题的通知,国务院 / 关于 / 调整 / 金融 / 保险业 / 税收 / 政策 / 有关 / 问题 / 的 / 通知,国务院 / 关于 / 调整 / 金融 / 保险业 / 税收 / 政策 / 有关 / 问题 / 的 / 通知,Y
基本农田保护条例,基本 / 农田 / 保护 / 条例,基本 / 农田 / 保护 / 条例,Y
感情破裂,感情 / 破裂,感情破裂,N
咨询服务合同,咨询 / 服务 / 合同,咨询 / 服务 / 合同,Y
会计凭证,会计 / 凭证,会计 / 凭证,Y
公安机关办理刑事案件程序规定,公安 / 机关 / 办理 / 刑事 / 案件 / 程序 / 规定,公安 / 机关 / 办理 / 刑事 / 案件 / 程序 / 规定,Y
国家税务总局关于外商投资企业和外国企业转让股权所得税处理问题的通知,国家 / 税务 / 总局 / 关于 / 外商 / 投资 / 企业 / 和 / 外国 / 企业 / 转让 / 股权 / 所得税 / 处理 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 外商 / 投资 / 企业 / 和 / 外国 / 企业 / 转让 / 股权 / 所得税 / 处理 / 问题 / 的 / 通知,Y
夫妻共同债务,夫妻 / 共同 / 债务,夫妻 / 共同 / 债务,Y
资产评估收费管理办法,资产 / 评估 / 收费 / 管理 / 办法,资产 / 评估 / 收费 / 管理 / 办法,Y
税收征管法 实施细则,税收 / 征管法 / 实施 / 细则,税收 / 征管法 / 实施 / 细则,Y
工商外企字[2010]4号,工商 / 外 / 企字 / 2010 / 4 / 号,工商 / 外企 / 字4 / 号,N
汇款,汇款,汇款,Y
生产型外商投资,生产型 / 外商 / 投资,生产型 / 外商 / 投资,Y
国税函 2009 98,国税函 / 2009 / 98,国税 / 函 / 2009 / 98,N
保险资产管理公司管理暂行规定,保险 / 资产 / 管理 / 公司 / 管理 / 暂行 / 规定,保险 / 资产 / 管理 / 公司 / 管理 / 暂行 / 规定,Y
票据追索,票据 / 追索,票据 / 追索,Y
合伙企业登记管理办法,合伙 / 企业 / 登记 / 管理 / 办法,合伙 / 企业 / 登记 / 管理 / 办法,Y
发票 与 未取得,发票 / 与 / 未 / 取得,发票 / 与 / 未 / 取得,Y
税收登记管理办法,税收 / 登记 / 管理 / 办法,税收 / 登记 / 管理 / 办法,Y
财税[2005]35,财税 / 2005 / 35,财税35,N
毒品,毒品,毒品,Y
财政部 国家税务总局关于企业关联方利息支出税前扣除标准有关税收政策问题的通知,财政部 / 国家 / 税务 / 总局 / 关于 / 企业 / 关联方 / 利息 / 支出 / 税前 / 扣除 / 标准 / 有关 / 税收 / 政策 / 问题 / 的 / 通知,财政部 / 国家 / 税务 / 总局 / 关于 / 企业 / 关联 / 方 / 利息支出 / 税 / 前 / 扣除 / 标准 / 有关 / 税收 / 政策 / 问题 / 的 / 通知,N
最高额抵押,最高 / 额 / 抵押,最高额抵押,N
国税函[2010],国税函 / 2010,国税 / 函,N
财税 2009 111号,财税 / 2009 / 111 / 号,财税 / 2009 / 111 / 号,Y
融资性担保,融资性 / 担保,融资 / 性 / 担保,N
Anti unfair competition law,ANTI / UNFAIR / COMPETITION / LAW,ANTI / UNFAIR / COMPETITION / LAW,Y
养老院,养老院,养老院,Y
国税发 2010 18,国 / 税发 / 2010 / 18,国税 / 发 / 2010 / 18,N
药品经营质量管理规范认证管理办法,药品 / 经营 / 质量 / 管理 / 规范 / 认证 / 管理 / 办法,药品 / 经营 / 质量 / 管理 / 规范 / 认证 / 管理 / 办法,Y
保密合同,保密 / 合同,保密 / 合同,Y
道路货物运输及站场管理规定,道路 / 货物 / 运输 / 及 / 站场 / 管理 / 规定,道路 / 货物 / 运输 / 及 / 站 / 场 / 管理 / 规定,N
国税函[2008]875,国税函 / 2008 / 875,国税 / 函875,N
仲裁规则,仲裁 / 规则,仲裁 / 规则,Y
坏账准备税前扣除,坏账 / 准备 / 税前 / 扣除,坏账 / 准备 / 税 / 前 / 扣除,N
中国和香港 税收协定,中国 / 和 / 香港 / 税收 / 协定,中国 / 和 / 香港 / 税收 / 协定,Y
实施国际著作权条约的规定,实施 / 国际 / 着 / 作权 / 条约 / 的 / 规定,实施 / 国际 / 着 / 作 / 权 / 条约 / 的 / 规定,N
购买购物卡 增值税,购买 / 购物卡 / 增值税,购买 / 购物卡 / 增值税,Y
职工福利 购物卡,职工 / 福利 / 购物卡,职工 / 福利 / 购物卡,Y
资产 税务处理,资产 / 税务 / 处理,资产 / 税务 / 处理,Y
居民企业 企业所得税,居民 / 企业 / 企业 / 所得税,居民 / 企业 / 企业 / 所得税,Y
股权转让698,股权 / 转让 / 698,股权 / 转让 / 698,Y
企业重组增值税,企业 / 重组 / 增值税,企业重组 / 增值税,N
财税698号文,财税 / 698 / 号 / 文,财税 / 698 / 号 / 文,Y
资产转让税务处理,资产 / 转让 / 税务 / 处理,资产 / 转让 / 税务 / 处理,Y
国税函发 1995 288,国税 / 函发 / 1995 / 288,国税 / 函 / 发 / 1995 / 288,N
非贸 付汇,非贸 / 付汇,非 / 贸 / 付汇,N
非贸易项目售付汇有关问题的通知,非 / 贸易 / 项目 / 售付汇 / 有关 / 问题 / 的 / 通知,非贸易 / 项目 / 售 / 付汇 / 有关 / 问题 / 的 / 通知,N
北京 增值税,北京 / 增值税,北京 / 增值税,Y
媒体 调查权,媒体 / 调查 / 权,媒体 / 调查 / 权,Y
关于印发〈增值税问题解答〉的通知,关于 / 印发 / 增值税 / 问题 / 解答 / 的 / 通知,关于 / 印发 / 增值税 / 问题 / 解答 / 的 / 通知,Y
技术转让免营业税,技术 / 转让 / 免 / 营业税,技术 / 转让 / 免 / 营业税,Y
审议通过,审议 / 通过,审议 / 通过,Y
房屋产权所有人将房屋产权无偿赠与配偶、父母,房屋 / 产权 / 所有 / 人 / 将 / 房屋 / 产权 / 无偿 / 赠与 / 配偶 / 父母,房屋 / 产权 / 所有 / 人 / 将 / 房屋 / 产权 / 无偿 / 赠与 / 配偶 / 父母,Y
深圳经济特区劳动合同条例,深圳 / 经济 / 特区 / 劳动 / 合同 / 条例,深圳 / 经济特区 / 劳动 / 合同 / 条例,N
人民币跨境交易,人民币 / 跨境 / 交易,人民币 / 跨境 / 交易,Y
职工持股,职工 / 持股,职工 / 持 / 股,N
中国大陆与香港税收协定,中国 / 大陆 / 与 / 香港 / 税收 / 协定,中国 / 大陆 / 与 / 香港 / 税收 / 协定,Y
股票交易如何缴纳印花税,股票 / 交易 / 如何 / 缴纳 / 印花税,股票 / 交易 / 如何 / 缴纳 / 印花税,Y
金融信托投资机构管理暂行规定,金融 / 信托 / 投资 / 机构 / 管理 / 暂行 / 规定,金融 / 信托 / 投资 / 机构 / 管理 / 暂行 / 规定,Y
待通知金,待 / 通知 / 金,待 / 通知 / 金,Y
审计师 责任 人民法院,审计师 / 责任 / 人民 / 法院,审计师 / 责任 / 人民法院,N
国税发2009 2,国 / 税发 / 2009 / 2,国税 / 发 / 2009 / 2,N
合同违法行为监督处理办法,合同 / 违法 / 行为 / 监督 / 处理 / 办法,合同 / 违法 / 行为 / 监督 / 处理 / 办法,Y
污水综合排放标准,污水 / 综合 / 排放 / 标准,污水 / 综合 / 排放 / 标准,Y
押金 营业税,押金 / 营业税,押金 / 营业税,Y
进料加工 税,进料 / 加工 / 税,进料加工 / 税,N
英文合同,英文 / 合同,英文 / 合同,Y
企业合并 土地增值税,企业 / 合并 / 土地 / 增值税,企业 / 合并 / 土地增值税,N
房地产 土地增值税,房地产 / 土地 / 增值税,房地产 / 土地增值税,N
中德社会保险协定,中 / 德 / 社会 / 保险 / 协定,中 / 德 / 社会保险 / 协定,N
财税2008 170,财税 / 2008 / 170,财税 / 2008 / 170,Y
公允价值变动损益,公允 / 价值 / 变动 / 损益,公允 / 价值 / 变动 / 损益,Y
中国个人所得税法,中国 / 个人 / 所得税 / 法,中国 / 个人 / 所得税法,N
关于加强外商投资房地产业审批备案管理的通知,关于 / 加强 / 外商 / 投资 / 房地产业 / 审批 / 备案 / 管理 / 的 / 通知,关于 / 加强 / 外商 / 投资 / 房地产业 / 审批 / 备案 / 管理 / 的 / 通知,Y
前海深港现代服务业合作区总体发展规划,前海 / 深 / 港 / 现代 / 服务业 / 合作 / 区 / 总体 / 发展 / 规划,前 / 海 / 深港 / 现代 / 服务业 / 合作 / 区 / 总体 / 发展 / 规划,N
财税[2012]5号,财税 / 2012 / 5 / 号,财税5 / 号,N
重大事项,重大 / 事项,重大 / 事项,Y
增值税征收,增值税 / 征收,增值税 / 征收,Y
财政部令第33号,财政 / 部令 / 第 / 33 / 号,财政部 / 令 / 第 / 33 / 号,N
新疆 税收,新疆 / 税收,新疆 / 税收,Y
国税发 与 2009 与 19,国 / 税发 / 与 / 2009 / 与 / 19,国税 / 发 / 与 / 2009 / 与 / 19,N
补充公积金 个人所得税,补充 / 公积金 / 个人 / 所得税,补充 / 公积金 / 个人所得税,N
财税(包括原财税字) 与 2012 与 17,财税 / 包括 / 原 / 财税 / 字 / 与 / 2012 / 与 / 17,财税 / 包括 / 原 / 财税 / 字 / 与 / 2012 / 与 / 17,Y
自有资金的指引,自有 / 资金 / 的 / 指引,自有 / 资金 / 的 / 指引,Y
土地转让合同,土地 / 转让 / 合同,土地 / 转让 / 合同,Y
个人 信息 保护,个人 / 信息 / 保护,个人 / 信息 / 保护,Y
购物卡 个人所得税,购物卡 / 个人 / 所得税,购物卡 / 个人所得税,N
买卖合同纠纷案件适用法律问题的解释,买卖 / 合同 / 纠纷 / 案件 / 适用 / 法律 / 问题 / 的 / 解释,买卖合同 / 纠纷 / 案件 / 适用 / 法律 / 问题 / 的 / 解释,N
养老保险 缴费基数,养老 / 保险 / 缴费 / 基数,养老 / 保险 / 缴费 / 基数,Y
《在中国境内就业的外国人参加社会保险暂行办法》,在 / 中国 / 境内 / 就业 / 的 / 外国人 / 参加 / 社会 / 保险 / 暂行 / 办法,在 / 中国 / 境内 / 就业 / 的 / 外国人 / 参加 / 社会保险 / 暂行 / 办法,N
企業所得稅,企业 / 所得税,企业 / 所得税,Y
公司条例,公司 / 条例,公司 / 条例,Y
团险,团险,团 / 险,N
关于评估经营者集中竞争影响的暂行规定,关于 / 评估 / 经营者 / 集中 / 竞争 / 影响 / 的 / 暂行 / 规定,关于 / 评估 / 经营者 / 集中 / 竞争 / 影响 / 的 / 暂行 / 规定,Y
国家外汇管理局综合司关于完善外商投资企业外汇资本金支付结汇管理有关业务操作问题的补充通知,国家 / 外汇 / 管理局 / 综合司 / 关于 / 完善 / 外商 / 投资 / 企业 / 外汇 / 资本金 / 支付 / 结汇 / 管理 / 有关 / 业务 / 操作 / 问题 / 的 / 补充 / 通知,国家 / 外汇 / 管理局 / 综合司 / 关于 / 完善 / 外商 / 投资 / 企业 / 外汇 / 资本金 / 支付 / 结汇 / 管理 / 有关 / 业务 / 操作 / 问题 / 的 / 补充 / 通知,Y
中小企业补助补贴,中小 / 企业 / 补助 / 补贴,中小企业 / 补助 / 补贴,N
社会保险法实施细则,社会 / 保险法 / 实施 / 细则,社会保险 / 法 / 实施 / 细则,N
土地使用权出资,土地 / 使用权 / 出资,土地 / 使用权 / 出资,Y
设计费,设计费,设计费,Y
购物卡 发票 内容,购物卡 / 发票 / 内容,购物卡 / 发票 / 内容,Y
财政部、国家税务总局关于广告费和业务宣传费支出税前扣除政策的通知,财政部 / 国家 / 税务 / 总局 / 关于 / 广告费 / 和 / 业务 / 宣传费 / 支出 / 税前 / 扣除 / 政策 / 的 / 通知,财政部 / 国家 / 税务 / 总局 / 关于 / 广告 / 费和 / 业务 / 宣传 / 费 / 支出 / 税 / 前 / 扣除 / 政策 / 的 / 通知,N
印花税纳税申报表 与 现行有效 与 全国,印花税 / 纳税 / 申报表 / 与 / 现行 / 有效 / 与 / 全国,印花税 / 纳税 / 申报 / 表 / 与 / 现行 / 有效 / 与 / 全国,N
关于证据若干问题的规定,关于 / 证据 / 若干 / 问题 / 的 / 规定,关于 / 证据 / 若干 / 问题 / 的 / 规定,Y
刑诉法,刑诉 / 法,刑诉法,N
经营范围增加零售业务,经营 / 范围 / 增加 / 零售 / 业务,经营 / 范围 / 增加 / 零售 / 业务,Y
减损规则,减损 / 规则,减损 / 规则,Y
保险统计管理暂行规定,保险 / 统计 / 管理 / 暂行 / 规定,保险 / 统计 / 管理 / 暂行 / 规定,Y
最高人民法院关于人民法院执行工作若干问题的规定(试行,最高 / 人民 / 法院 / 关于 / 人民 / 法院 / 执行 / 工作 / 若干 / 问题 / 的 / 规定 / 试行,最高 / 人民法院 / 关于 / 人民法院 / 执行 / 工作 / 若干 / 问题 / 的 / 规定 / 试行,N
财税[2011]26号,财税 / 2011 / 26 / 号,财税26 / 号,N
外商投资研究开发中心,外商 / 投资 / 研究 / 开发 / 中心,外商 / 投资 / 研究 / 开发 / 中心,Y
非上市公众公司,非 / 上市 / 公众 / 公司,非上市 / 公众 / 公司,N
财税(2012)48号,财税 / 2012 / 48 / 号,财税 / 2012 / 48 / 号,Y
关键字：劳动法,关键 / 字 / 劳动法,关键字 / 劳动法,N
外国商品销售,外国 / 商品 / 销售,外国 / 商品 / 销售,Y
中华人民共和国海关稽查条例,中华 / 人民 / 共和国 / 海关 / 稽查 / 条例,中华人民共和国 / 海关 / 稽查 / 条例,N
股份转让,股份 / 转让,股份 / 转让,Y
禁止进口限制进口技术管理办法,禁止 / 进口 / 限制 / 进口 / 技术 / 管理 / 办法,禁止 / 进口 / 限制 / 进口 / 技术 / 管理 / 办法,Y
平销,平销,平销,Y
境外保险,境外 / 保险,境外 / 保险,Y
独立核算的分支机构,独立 / 核算 / 的 / 分支 / 机构,独立 / 核算 / 的 / 分支 / 机构,Y
车位,车位,车位,Y
个人所得税返还,个人 / 所得税 / 返还,个人所得税 / 返还,N
行政许可,行政 / 许可,行政 / 许可,Y
房地产开发企业所得税,房地产 / 开发 / 企业 / 所得税,房地产 / 开发 / 企业 / 所得税,Y
招股说明书,招股 / 说明书,招股 / 说明书,Y
总部经济,总部 / 经济,总部 / 经济,Y
专利权法,专利权 / 法,专利权 / 法,Y
劳动教养,劳动 / 教养,劳动教养,N
中华人民共和国海商法,中华 / 人民 / 共和国 / 海商法,中华人民共和国 / 海商法,N
执业医师法,执业医师法,执业 / 医师法,N
建设工程质量,建设 / 工程 / 质量,建设 / 工程 / 质量,Y
财税 2009 9,财税 / 2009 / 9,财税 / 2009 / 9,Y
